_id,Nummer,Name,Breitengrad,Längengrad,Standorttyp,Koordinaten,Kunden-ID,Objektmanager-ID,Vorname,Nachname,Status,Rechnungsempfänger-IDs,Tags,Straße,PLZ,Stadt,Land,Gehalt,Fahrtzeitenerfassung erlaubt,lastModified,Schlüssel,Beschreibung,Sicherheitscode,Enddatum,Startdatum,lead_id
84fe281e-ee8f-427d-b0d4-5d50782d6f07,,Icom Deutschland,,,,,,,,,0,,,Schönhauser Allee 163,10435,Berlin,,,,16.09.2024 10:50:26,,,,,,
349eb751-b0e0-43a9-b81b-c6b15e1f376b,,Pflegia GmbH,,,,,,,,,0,,,Chausseestraße 19,10115,Berlin,,,,17.09.2024 15:17:11,,,,,,
66ebef653f79f200f102ff98,100036,Blue Monkey Engineering,"52,5395921","13,403072",Point,"[13.403072,52.5395921]",66ebef642848a2520c02869a,63775f7364a9c65fa6587f8b,Mäysel,Jahn,1,[],[],Kremmener Str. 5,10435,Berlin,Deutschland,0,false,20.09.2024 10:05:14,,,,,,
90c51584-437e-4536-969e-5bcf71d019b5,,Icom,,,,,,,,,0,,,Schönhauser Allee ,,Berlin,,,,24.09.2024 10:51:41,,,,,,
66f28b120c23a9c5380cd0f8,100038,neues Handeln AG,"52,5007357","13,4005125",Point,"[13.4005125,52.5007357]",66f289f004add4bfbe0d2386,63775f7364a9c65fa6587f8b,Mäysel,Jahn,1,[],,Alexandrinenstraße 118-121,10969,Berlin,Deutschland,,false,24.09.2024 14:43:05,,,,,,
50a0f65d-45ff-4bf7-9775-d1270761b6b6,,Praxis kollektiv ,,,,,,,,,0,,,,,Berlin,,,,24.09.2024 16:07:59,,,,,,
157dde9b-0383-414d-a8fd-c7ab95410c23,,Core Immobilien Bleibtreustraße 42,,,,,,,,,0,,,Bleibtreustraße 42,,Berlin,,,,02.10.2024 07:54:00,,,,,,
af875ed0-98ff-4fea-bc18-f3ff36df6060,,Core helgoländer ufer,,,,,,,,,0,,,Helgoländer Ufer 6,,Berlin,,,,02.10.2024 08:38:47,,,,,,
557884b7-4207-40d5-afff-ce2ecd400db9,,Faircado ug,,,,,,,,,0,,,,,Berlin,,,,02.10.2024 09:45:39,,,,,,
55a534fb-be16-465b-a42d-6c44ff027efd,,Streiber und beetz,,,,,,,,,0,,,,,Berlin,,,,02.10.2024 13:17:36,,,,,,
66ed0482ee0ac7d1c8039801,100037,Trendt Vision GmbH,"52,5071485","13,4872434",Point,"[13.487243399999999,52.5071485]",66ed04824350e6ec470d8cfd,63775f7364a9c65fa6587f8b,Mäysel,Jahn,1,[],[],Buchberger Straße 27,10365,Berlin,Deutschland,0,false,04.10.2024 14:03:37,,,,,,
66ffb7bd5cc1c932df061c12,100039,ICOM Deutschland e. V.,"52,5354241","13,4119296",Point,"[13.411929599999999,52.5354241]",66ffb7bdf15c21d1c00d1759,,,,1,[],,Schönhauser Allee 163,10435,Berlin,Deutschland,0,false,04.10.2024 15:37:58,,,,,,
f27b089d-d22c-4ae9-85b8-54732bac7d73,,Core emanuelkirch,,,,,,,,,0,,,Emanuelkirchstraße,,Berlin,,,,07.10.2024 10:28:54,,,,,,
